,0
0,0.13863033399432512
1,0.07546136457386876
2,0.26009409546633877
3,0.9628264124692464
4,0.5190308020096874
5,0.3523756262342925
6,0.5113471268064821
7,0.3992012914800044
8,0.3764328403852546
9,0.9160895271871311
10,0.6988390373867234
11,0.6836074042058222
12,0.26400979243843836
13,0.1770797776251617
14,0.12024701313249919
15,0.0406060526301969
16,0.1959313901995291
17,0.12974785861492588
18,0.042868954868989895
19,0.6809859173636953
20,0.9744327362739171
21,0.5985814377012245
22,0.652473864480336
23,0.7688063512739591
24,0.34313268565340826
25,0.3455714771270457
26,0.6426938592894388
27,0.5495123568087641
28,0.762308856978842
29,0.8639496705877593
30,0.19075656244760675
31,0.34831643170614757
32,0.9641497140328824
33,0.4696129817533189
34,0.5536822277789755
35,0.26705453859484674
36,0.40159789053008
37,0.6255585597675418
38,0.9624077531524985
39,0.9446817451133256
40,0.5106895653311287
41,0.3823990628610371
42,0.4493777931837747
43,0.47556039115250437
44,0.17656524458949563
45,0.8086406918269095
46,0.6927610623348732
47,0.34666539556936626
48,0.17222631597573956
49,0.4260207135759011
50,0.018189569505463354
51,0.8657674268112343
52,0.8228636547165983
53,0.6103267178442849
54,0.4154768783189602
55,0.7253616085518068
56,0.08155174655281194
57,0.3814384366965613
58,0.6676310887426762
59,0.3953714074156519
60,0.5557779135665651
61,0.08532557421087295
62,0.3041186943170091
63,0.6578338705421657
64,0.9572621102858662
65,0.5697398203258947
66,0.8212938347359249
67,0.6164230703450256
68,0.7188988137581506
69,0.9933401969271529
70,0.47531263202262597
71,0.11679376410730002
72,0.4805171513829475
73,0.40238883907254674
74,0.2962254288642292
75,0.2921946459859637
76,0.9427718032532035
77,0.9201498494970732
78,0.21644118088400388
79,0.4586305044258645
80,0.09648381083476942
81,0.40885062376261627
82,0.23832616076642077
83,0.22264720439205887
84,0.8172661068198742
85,3.4937622549024994e-05
86,0.5391576224309567
87,0.741084148883839
88,0.09486073590015809
89,0.1951572739377806
90,0.8565966231450924
91,0.7338970260714
92,0.5513763442783474
93,0.9720383762606108
94,0.8481677389769191
95,0.8695352176002206
96,0.7026295717256758
97,0.400352784306633
98,0.31085946635793715
99,0.49389776992138856
100,0.7943638811429502
101,0.7624825949563054
102,0.19114127526802227
103,0.9648756698119357
104,0.041929561399763116
105,0.4600353021666753
106,0.8176482189571654
107,0.6595880748713472
108,0.12617441845915578
109,0.8962023517780286
110,0.9975967459883596
111,0.28054977480991306
112,0.5438652794188692
113,0.5131183075830867
114,0.6089551898892537
115,0.9163213194706452
116,0.7548439330113997
117,0.44604967975368115
118,0.7009329559255747
119,0.8103579561348974
120,0.3696209608807325
121,0.24336137649902723
122,0.9554148866530086
123,0.26215014716677854
124,0.1540239319472564
125,0.5585687360494893
126,0.7013501974694859
127,0.2796795525356176
128,0.6603627486580794
129,0.028128623088017224
130,0.649578853610997
131,0.8124703173315324
132,0.5941603505463383
133,0.11434093806002887
134,0.6258272947746062
135,0.619153238092346
136,0.5572518879643166
137,0.1248822733724495
138,0.07208469727278666
139,0.9428933530182412
140,0.9124774145529585
141,0.5826389168315901
142,0.6721092834047848
143,0.06669498973196042
144,0.9345384862363488
145,0.21752052556021928
146,0.27934796584205557
147,0.36274124332610436
148,0.7746216589398736
149,0.08349934203694886
150,0.917502052814407
151,0.11770534454069181
152,0.8335242262318766
153,0.9396368531468025
154,0.025935817804333516
155,0.3944938374722019
156,0.8234295023414594
157,0.7572961870710863
158,0.4597577035348649
159,0.047572116889422755
160,0.05151513293645704
161,0.9427475113237418
162,0.23134611026666863
163,0.01237046214400539
164,0.8988985799120007
165,0.8684644635406646
166,0.165662585597676
167,0.06987530093856087
168,0.9083935530376911
169,0.8366210885947303
170,0.49812970648595967
171,0.07575879208147329
172,0.7338669024272274
173,0.8547247849587586
174,0.8169398516674266
175,0.4643905638780059
176,0.8766666358794393
177,0.855684642972149
178,0.8938441051026889
179,0.42427749283407246
180,0.7461679729198845
181,0.03194565553625728
182,0.8481204045732943
183,0.23314227749423966
184,0.1701763310215917
185,0.727722204478456
186,0.35303614677825357
187,0.26544450040215595
188,0.6240811774076093
189,0.43119810607653775
190,0.21193182302826563
191,0.005189711622768378
192,0.6534628097558453
193,0.7785096111872817
194,0.6129381309868372
195,0.906215345741082
196,0.9798849976871086
197,0.7668697095262225
198,0.9062893684959354
199,0.7760826834455925
200,0.2615819010830497
201,0.7361972881083636
202,0.49688350270262105
203,0.6269501697094904
204,0.7689351159044647
205,0.4221865951153482
206,0.8511527940625726
207,0.22875410884189462
208,0.7577859630206802
209,0.014965697222113605
210,0.07102119552726716
211,0.8677277988923355
212,0.5334889262619981
213,0.8273897854646958
214,0.07880434941943282
215,0.29168273985622095
216,0.13936679855652145
217,0.9693735609605079
218,0.12995195918401903
219,0.5943159361166294
220,0.5936842911567392
221,0.16809988120461938
222,0.7136953581759876
223,0.3107878298914458
224,0.6310222143596718
225,0.5419014017340985
226,0.1610884809749179
227,0.4241533921614523
228,0.029191415025065504
229,0.33295983468287493
230,0.14526673598819217
231,0.9109847332504556
232,0.9580865263526092
233,0.4858625656171891
234,0.5705008197991127
235,0.655064462188241
236,0.6595984295225614
237,0.5215481775948783
238,0.7812278131330106
239,0.6017840021500768
240,0.17743389650352026
241,0.17011004640732041
242,0.3269105482664372
243,0.8441247147129262
244,0.008203109133375408
245,0.6679957762875558
246,0.057482066322448455
247,0.48826576377193376
248,0.0536823628634735
249,0.1708269292052007
250,0.37338881062805995
251,0.25984679207132577
252,0.9684791383391936
253,0.03255277202205098
254,0.642992623645605
255,0.19385108453354982
256,0.3373219163332766
257,0.8401653303834911
258,0.5941492570045526
259,0.8358841653294944
260,0.41148819538227144
261,0.016657873297737047
262,0.7534385894330632
263,0.3083498621807882
264,0.20766771394822292
265,0.7259744858006055
266,0.4077298519337138
267,0.9006433391792212
268,0.8112639459698466
269,0.9349121191743232
270,0.21791165290893488
271,0.14880867495871342
272,0.5090127366047593
273,0.5383675319795196
274,0.657259589233623
275,0.1236499009553017
276,0.5261566227927941
277,0.737398509078932
278,0.5726374380791979
279,0.47513062143283624
280,0.20881804824675332
281,0.9996155054635655
282,0.9162730378153385
283,0.4597165131055523
284,0.36205535004414324
285,0.9264831065246579
286,0.7516516263524252
287,0.862891311781895
288,0.6285580763877991
289,0.23658599570931393
290,0.9495666011808098
291,0.23057041511629406
292,0.24042130351162883
293,0.5941340595587631
294,0.5219171487775854
295,0.11710563099955285
296,0.6832869713030486
297,0.5701066359221386
298,0.40490712518471983
299,0.9710665630686061
300,0.1674812938402217
301,0.7179015305017182
302,0.7270108440941017
303,0.13905693916625383
304,0.117908575494444
305,0.9818062907006324
306,0.34216301060146903
307,0.380357544323642
308,0.5681888125213989
309,0.4807223607601291
310,0.043794683374086096
311,0.5665440317400713
312,0.23209338317569272
313,0.7906657575242785
314,0.8341928845011352
315,0.5330713022889958
316,0.4643026437592014
317,0.9364274788088477
318,0.14142935091242093
319,0.2862686196015647
320,0.3288278076197093
321,0.1552408488922099
322,0.002875282294062642
323,0.9347468319833911
324,0.7178140806423603
325,0.8647310596333827
326,0.1136574561526621
327,0.7466093894468779
328,0.5491374388082307
329,0.7017783619482211
330,0.9755965937747002
331,0.966048332738248
332,0.01599614805499272
333,0.6947642960747435
334,0.5049409370391327
335,0.10053606939078397
336,0.40571588062095465
337,0.4228200962342412
338,0.9833001159992695
339,0.964682086151732
340,0.9240751344588302
341,0.8871455049192672
342,0.8795011278257882
343,0.3608670174966315
344,0.5331437151414621
345,0.1906496836313113
346,0.603725192508981
347,0.5146780989306989
348,0.12567035189630305
349,0.5777603254803214
350,0.11091870310225749
351,0.3253588470315125
352,0.3387094262117575
353,0.2283002576612818
354,0.1599301241754052
355,0.8589047366952958
356,0.5093304680226767
357,0.560222948704265
358,0.497094377797639
359,0.3581548503107279
360,0.3178295354133506
361,0.42285526470087753
362,0.6820484146737872
363,0.8422498968186016
364,0.30465138650727164
365,0.5446220328755966
366,0.8186241074177903
367,0.5039226117175445
368,0.059866249819413575
369,0.7703670951814978
370,0.8687821218023177
371,0.7272966499400549
372,0.9222247652974858
373,0.0027371728239253823
374,0.16468261718542065
375,0.04061883906834074
376,0.897377921553706
377,0.6737057303729759
378,0.3300355597372221
379,0.9737152065902231
380,0.6556315613320761
381,0.4966427640410874
382,0.7257871995607258
383,0.7648413264515229
384,0.6064418554847969
385,0.06211401173834141
386,0.4881032104009251
387,0.5950903863379986
388,0.1504940220784068
389,0.06548723718981975
390,0.7380303773918219
391,0.3938651598059225
392,0.6556604874543221
393,0.03160991666189927
394,0.12720960054454167
395,0.7253236671614598
396,0.9584223132591242
397,0.5017277564321727
398,0.8001126908762061
399,0.9889141195668338
